emp_no,first_name,last_name,title,from_date,salary,count
54758,Kwun,Butner,Senior Staff,1996-06-18,40000,14736
238008,Owen,Kornatzky,Senior Staff,1996-06-17,47094,14736
17215,Junichi,Langford,Senior Engineer,1996-06-17,47977,15600
281643,Bingning,Schrooten,Senior Staff,1996-06-17,44730,14736
218048,Michaela,Kaiserswerth,Staff,1996-06-17,42520,14924
415962,Anoosh,Kolinko,Staff,1996-06-17,65866,14924
443840,Oguz,Fairtlough,Staff,1996-06-17,74433,14924
424677,Patricia,Karcich,Senior Staff,1996-06-17,75929,14736
292774,Saddek,Schwartzburd,Senior Engineer,1996-06-17,42259,15600
413113,Gita,Morris,Engineer,1996-06-17,51483,16111
204378,Leaf,Stranks,Senior Engineer,1996-06-17,40000,15600
295118,Navin,Redmiles,Senior Staff,1996-06-17,78022,14736
87824,Serenella,Falster,Senior Engineer,1996-06-17,62751,15600
474859,Sibyl,Matzen,Senior Engineer,1996-06-17,40000,15600
58099,Yunming,Fortenbacher,Staff,1996-06-17,61351,14924
91246,Xiaoshan,Makrucki,Engineer,1996-06-16,46361,16111
211430,Udo,Gyimothy,Staff,1996-06-16,93749,14924
416588,Yannis,Cannata,Senior Engineer,1996-06-16,40000,15600
78548,Xiaoqiang,Boissier,Engineer,1996-06-16,45642,16111
496882,Abdelghani,Vural,Staff,1996-06-16,56434,14924
257322,Kotesh,Veldwijk,Senior Staff,1996-06-16,40000,14736
236118,Aleksandar,Conti,Senior Engineer,1996-06-16,41991,15600
420234,Pasqua,Ariola,Staff,1996-06-16,60427,14924
249415,Panayotis,Noriega,Senior Engineer,1996-06-16,46429,15600
494833,Francesca,Michaeli,Senior Engineer,1996-06-16,47144,15600
438266,Marjo,Gecsei,Staff,1996-06-16,47670,14924
461474,King,Hammerschmidt,Senior Staff,1996-06-16,44144,14736
227819,Luerbio,Lichtner,Engineer,1996-06-16,45523,16111
260902,Mandell,Raczkowsky,Senior Engineer,1996-06-15,57750,15600
69206,Bojan,Melichar,Senior Engineer,1996-06-15,40000,15600
234374,Hairong,Shackell,Senior Staff,1996-06-15,66228,14736
252580,Kensyu,Stamatiou,Senior Engineer,1996-06-15,55462,15600
439721,Douadi,Rassart,Senior Engineer,1996-06-15,40578,15600
249170,Masaru,Clouatre,Engineer,1996-06-15,76490,16111
209610,Deniz,Rouquie,Senior Engineer,1996-06-15,54918,15600
89381,Paraskevi,Anily,Senior Staff,1996-06-15,71064,14736
41610,Serge,Staudhammer,Senior Engineer,1996-06-15,40000,15600
277731,Stabislas,Botman,Senior Staff,1996-06-14,40000,14736
37720,True,Samarati,Senior Engineer,1996-06-14,40000,15600
50257,Shigeichiro,Pezzoli,Senior Staff,1996-06-14,67150,14736
413431,Moss,Denis,Senior Engineer,1996-06-14,40304,15600
277298,Phuoc,Garnier,Senior Staff,1996-06-14,74540,14736
20325,Katsuyuki,England,Senior Staff,1996-06-14,69040,14736
424636,Domenick,Perl,Senior Engineer,1996-06-14,40000,15600
21537,Boutros,Mitchem,Staff,1996-06-14,90832,14924
262900,IEEE,Egerstedt,Engineer,1996-06-14,54674,16111
60620,Dhritiman,Lukaszewicz,Senior Engineer,1996-06-14,40000,15600
29063,Mary,Seuren,Senior Engineer,1996-06-14,41782,15600
427456,Arno,Harllee,Senior Engineer,1996-06-14,51537,15600
290962,Mabo,Boyle,Senior Staff,1996-06-14,60168,14736
456454,Peer,Wursthorn,Engineer,1996-06-13,54601,16111
482968,Premal,Walston,Senior Engineer,1996-06-13,51953,15600
17468,Abdelghani,Irland,Senior Staff,1996-06-13,59122,14736
32626,Ulf,Ambroszkiewicz,Senior Engineer,1996-06-13,57195,15600
38879,Tsz,Morton,Senior Engineer,1996-06-12,40000,15600
202281,Serif,Ramras,Engineer,1996-06-12,40000,16111
107825,Shounak,Hemaspaandra,Senior Engineer,1996-06-12,40000,15600
296911,Yefim,Heinisuo,Engineer,1996-06-12,40000,16111
445137,Uinam,Burnard,Senior Engineer,1996-06-12,52958,15600
45915,Paddy,Gluchowski,Senior Staff,1996-06-12,41921,14736
33852,Marek,Prochazka,Senior Staff,1996-06-12,74269,14736
274278,Horward,Oberman,Engineer,1996-06-12,40000,16111
432534,Eran,Zeilberger,Engineer,1996-06-12,49722,16111
491330,Anneli,Bernardinello,Senior Staff,1996-06-12,44013,14736
445460,Barna,Lamma,Technique Leader,1996-06-12,43104,2014
436603,Duro,Rodite,Senior Staff,1996-06-12,44118,14736
425511,Odysseas,Mahnke,Senior Engineer,1996-06-12,50384,15600
73914,Atreyi,Smailagic,Senior Engineer,1996-06-11,40000,15600
208525,Adam,DiGiano,Senior Staff,1996-06-11,79946,14736
21820,Sanjay,Khasidashvili,Senior Staff,1996-06-11,81547,14736
43948,Kwangyoen,Kroha,Senior Staff,1996-06-11,50318,14736
59480,Giordano,Esteva,Staff,1996-06-11,72835,14924
47061,Kinh,Servi,Senior Staff,1996-06-11,56823,14736
205555,Shaw,Desikan,Senior Engineer,1996-06-11,43520,15600
80862,Serenella,Improta,Senior Staff,1996-06-11,62569,14736
264898,Michaela,Ranum,Senior Engineer,1996-06-10,40000,15600
13990,Deborah,Schapiro,Engineer,1996-06-10,52723,16111
70197,Nishit,Fritzsche,Senior Engineer,1996-06-10,40000,15600
458326,Christfried,Penttonen,Engineer,1996-06-10,40000,16111
231879,Kyoichi,Acton,Senior Engineer,1996-06-10,61900,15600
401286,Bedir,Rosiles,Senior Engineer,1996-06-09,40000,15600
462790,Fumiyo,Chandrasekhar,Senior Staff,1996-06-09,40000,14736
208750,Leif,Thummel,Staff,1996-06-09,41917,14924
238066,Florina,Steinauer,Senior Staff,1996-06-09,40000,14736
72013,Lene,Beilner,Senior Staff,1996-06-09,40000,14736
217434,Kwun,Unno,Senior Engineer,1996-06-09,48867,15600
467222,Xiaoheng,Suri,Engineer,1996-06-09,63938,16111
27961,Wojceich,Murtafg,Senior Engineer,1996-06-08,40000,15600
87450,Xuedong,Shobatake,Senior Engineer,1996-06-08,40000,15600
67937,Odinaldo,Bashian,Senior Engineer,1996-06-08,46209,15600
217991,Kenton,Reinhard,Staff,1996-06-08,80840,14924
416827,Nevio,Binkley,Technique Leader,1996-06-08,47004,2014
239223,Aria,Meszaros,Senior Engineer,1996-06-07,54471,15600
47010,Goh,Nannarelli,Senior Staff,1996-06-07,55775,14736
233278,Berto,Eiron,Senior Engineer,1996-06-07,44669,15600
284813,Geraldo,Ramamoorthy,Senior Staff,1996-06-07,56756,14736
496577,Nikolaos,Kermarrec,Staff,1996-06-07,40000,14924
453716,Kiyomitsu,Tsukuda,Senior Staff,1996-06-07,93690,14736
259259,Douadi,Gist,Senior Staff,1996-06-07,54161,14736
106743,Alselm,Erez,Engineer,1996-06-07,40000,16111
247449,Anneli,Percebois,Engineer,1996-06-07,40000,16111
45798,Gad,Plotkin,Senior Staff,1996-06-07,40000,14736
298145,Lubomir,Fadgyas,Senior Staff,1996-06-06,77150,14736
48850,Jianwen,Ramaiah,Engineer,1996-06-06,56447,16111
404238,Elzbieta,Varley,Senior Engineer,1996-06-06,53526,15600
14877,Arto,Meriste,Senior Engineer,1996-06-06,40000,15600
101265,Emran,Pluym,Staff,1996-06-06,76518,14924
285661,Spyrose,Beilner,Senior Staff,1996-06-06,46747,14736
246979,Youjian,Wuwongse,Senior Staff,1996-06-05,66557,14736
447773,Masato,Peot,Senior Engineer,1996-06-05,55542,15600
22054,Ottavia,Benveniste,Senior Staff,1996-06-05,40000,14736
65036,Mantis,Dusink,Senior Staff,1996-06-05,66468,14736
32776,Charlene,Bodoff,Senior Staff,1996-06-05,84122,14736
481403,Magdalena,Rosen,Engineer,1996-06-05,61148,16111
28161,Kwan,Nicolson,Senior Staff,1996-06-04,86867,14736
30062,Phuoc,Ertl,Senior Engineer,1996-06-04,40000,15600
39844,Arco,Asser,Senior Engineer,1996-06-04,50365,15600
214447,Krisda,Ariola,Engineer,1996-06-04,57206,16111
240770,Gino,Erman,Senior Engineer,1996-06-04,47878,15600
76773,Baruch,Wallrath,Assistant Engineer,1996-06-04,40000,2037
78328,Berto,Gruenwald,Senior Engineer,1996-06-04,40000,15600
14642,Florian,Kuhnemann,Senior Engineer,1996-06-04,54553,15600
267870,Genevieve,Silva,Senior Staff,1996-06-04,60617,14736
72996,Petter,Castellani,Senior Engineer,1996-06-04,40000,15600
427492,Kousuke,Seiwald,Senior Engineer,1996-06-04,63306,15600
255807,Mingzeng,Kleiser,Senior Staff,1996-06-04,40000,14736
299297,Sibyl,Beerel,Senior Engineer,1996-06-04,47353,15600
407279,Tran,Ibel,Senior Staff,1996-06-04,66513,14736
490614,Siddarth,Norsworthy,Senior Staff,1996-06-04,64722,14736
95558,Vasiliy,Etalle,Senior Engineer,1996-06-03,44781,15600
299136,Weijing,Papsdorf,Senior Engineer,1996-06-03,58047,15600
79972,Abdelghani,Thummel,Senior Staff,1996-06-03,40000,14736
227578,Randy,Alpay,Senior Engineer,1996-06-03,53765,15600
479566,Paraskevi,Manderick,Senior Staff,1996-06-03,75720,14736
232098,Margareta,Bale,Senior Staff,1996-06-03,56339,14736
442699,Samphel,Baer,Assistant Engineer,1996-06-03,40000,2037
237445,Beshir,Furedi,Engineer,1996-06-02,49551,16111
467714,Guadalupe,Kleiser,Senior Staff,1996-06-02,51448,14736
455669,Reuven,Giaccio,Staff,1996-06-02,44986,14924
51548,Freyja,Rahimi,Senior Engineer,1996-06-02,40000,15600
78225,Mircea,Ishibashi,Engineer,1996-06-02,60092,16111
242781,Aris,Jarecki,Senior Staff,1996-06-02,79424,14736
44195,Hatem,Boyle,Senior Engineer,1996-06-02,40000,15600
437289,Eirik,Makinen,Senior Engineer,1996-06-02,40000,15600
56334,Sadok,Clouatre,Senior Staff,1996-06-02,40984,14736
419907,Tayeb,Rajaraman,Senior Staff,1996-06-02,103850,14736
215974,Shay,Karlin,Senior Staff,1996-06-02,52265,14736
239539,Shaz,Hedayat,Assistant Engineer,1996-06-02,40000,2037
280659,Xudong,Valiente,Senior Staff,1996-06-01,48923,14736
99567,Christfried,Oberman,Assistant Engineer,1996-06-01,69068,2037
414904,Miyeon,Ghalwash,Technique Leader,1996-06-01,73430,2014
452911,Augustine,Bael,Senior Staff,1996-06-01,72593,14736
465098,Mircea,Iivonen,Senior Engineer,1996-06-01,40000,15600
416265,Chiranjit,Bodoff,Staff,1996-06-01,47790,14924
56565,Odinaldo,Hiltgen,Senior Engineer,1996-06-01,51502,15600
97925,Kwok,Beeson,Senior Engineer,1996-05-31,43149,15600
81710,Girolamo,Hennings,Senior Staff,1996-05-31,48749,14736
407258,Jasminko,Shackel,Senior Engineer,1996-05-31,53539,15600
472665,Rajmohan,Lueh,Senior Engineer,1996-05-31,48985,15600
242508,Matt,Rahier,Senior Engineer,1996-05-31,40000,15600
418603,Abdulla,Kropf,Staff,1996-05-31,40886,14924
241481,Muzhong,Dahlbom,Senior Engineer,1996-05-31,52671,15600
275382,Naraig,Trogemann,Staff,1996-05-30,56430,14924
239110,Sajjan,Papsdorf,Senior Engineer,1996-05-30,40000,15600
215947,Eran,Billawala,Senior Engineer,1996-05-30,40000,15600
66668,Achilleas,Reeken,Senior Staff,1996-05-30,40000,14736
71948,Angel,Bonifati,Engineer,1996-05-30,40000,16111
481694,Adas,Baumann,Senior Engineer,1996-05-30,40000,15600
434249,Malu,Bonifati,Senior Staff,1996-05-30,65294,14736
442464,Toshiko,Naudin,Senior Engineer,1996-05-30,43839,15600
208751,Teunis,Brookner,Assistant Engineer,1996-05-30,73036,2037
495393,Vugranam,Perko,Senior Engineer,1996-05-30,40000,15600
218565,Shunichi,Servi,Senior Engineer,1996-05-30,40000,15600
459625,Stella,Lammel,Senior Engineer,1996-05-30,48007,15600
400196,Susanta,Schoegge,Senior Staff,1996-05-30,40390,14736
456905,Filipe,Tzvieli,Senior Engineer,1996-05-29,40000,15600
279058,Paraskevi,Verhoeff,Senior Staff,1996-05-29,76409,14736
259841,Pascal,Beausoleil,Engineer,1996-05-29,40000,16111
429137,Krister,Kroft,Senior Engineer,1996-05-29,52152,15600
210126,Goa,Hartvigsen,Senior Engineer,1996-05-29,47487,15600
410990,Jayesh,Mahnke,Senior Engineer,1996-05-28,46232,15600
245143,Lidong,Kranzdorf,Staff,1996-05-28,47884,14924
424192,Boaz,Rosenbaum,Senior Staff,1996-05-28,63972,14736
66520,Juichirou,Bakhtari,Technique Leader,1996-05-28,40000,2014
249559,Yuichiro,Flanders,Senior Engineer,1996-05-28,40000,15600
261648,Zhenbing,Maksimenko,Senior Engineer,1996-05-28,56333,15600
439577,Yannik,Schlumberger,Staff,1996-05-28,59737,14924
88791,Yunming,Salvesen,Engineer,1996-05-28,43581,16111
224676,Souichi,Cesareni,Senior Staff,1996-05-28,74901,14736
271776,Vasilii,Makrucki,Senior Staff,1996-05-28,40000,14736
463317,Marco,Baar,Senior Staff,1996-05-27,40000,14736
222799,Morrie,Doering,Staff,1996-05-27,103097,14924
264044,Gay,Kalloufi,Senior Engineer,1996-05-27,40000,15600
267988,Deborah,Alblas,Senior Engineer,1996-05-27,46924,15600
412917,Arif,Cannane,Senior Engineer,1996-05-27,40000,15600
425992,Adam,Perz,Engineer,1996-05-26,60063,16111
25412,Berna,Rotem,Senior Engineer,1996-05-26,43360,15600
69829,Akhilish,Koprowski,Senior Engineer,1996-05-26,60061,15600
31131,Conal,Zolotykh,Senior Staff,1996-05-26,58256,14736
484696,Jacopo,Zaumen,Senior Staff,1996-05-26,66197,14736
21844,Feipei,Birta,Staff,1996-05-26,50924,14924
457674,Niranjan,Lindenbaum,Senior Staff,1996-05-26,42168,14736
45163,Peer,Flowers,Engineer,1996-05-26,47276,16111
483959,Yaghout,Welham,Engineer,1996-05-26,40000,16111
230029,Wanqing,Kalorkoti,Senior Engineer,1996-05-26,40000,15600
466935,Ymte,Kaiserswerth,Engineer,1996-05-25,40000,16111
253847,Xiaobin,Suermann,Senior Engineer,1996-05-25,53289,15600
54961,Nechama,Spelt,Senior Engineer,1996-05-25,40000,15600
15656,Mohammad,Schaaf,Senior Staff,1996-05-25,66141,14736
81998,Mari,Iwayama,Senior Staff,1996-05-25,53285,14736
45557,Girolamo,Legleitner,Engineer,1996-05-25,40000,16111
468239,Amabile,Onuegbe,Staff,1996-05-24,44403,14924
18666,Hitofumi,Baja,Senior Staff,1996-05-24,69504,14736
76724,Gino,Lueh,Senior Staff,1996-05-24,40000,14736
466635,Harngdar,Nations,Senior Staff,1996-05-24,66136,14736
472907,Sanjit,Chepyzhov,Engineer,1996-05-24,53328,16111
28414,Juichirou,Azadmanesh,Senior Staff,1996-05-24,40000,14736
43065,Chinya,Vitiello,Engineer,1996-05-23,40000,16111
459450,Kersti,Sullins,Senior Engineer,1996-05-23,63822,15600
25362,Falguni,Ponthieu,Senior Engineer,1996-05-23,52215,15600
51121,Debaprosad,Bierbaum,Senior Staff,1996-05-23,40745,14736
220312,Kristina,Karner,Senior Engineer,1996-05-23,71283,15600
486463,Basim,Christ,Senior Engineer,1996-05-23,41671,15600
287507,Muneo,Plump,Senior Engineer,1996-05-23,58533,15600
32864,Anyuan,Stifter,Senior Staff,1996-05-23,49402,14736
458419,Munir,Avouris,Senior Engineer,1996-05-23,40000,15600
486174,Mabo,Sinitsyn,Senior Staff,1996-05-23,57405,14736
298384,Fatemeh,Jiang,Senior Staff,1996-05-23,40000,14736
450239,Tokuyasu,Pardalos,Senior Staff,1996-05-23,40000,14736
249603,Xiaopeng,Seuren,Staff,1996-05-23,43340,14924
477019,Tomokazu,Spinelli,Senior Engineer,1996-05-22,40000,15600
57261,Xinan,Usdin,Senior Engineer,1996-05-22,55820,15600
205737,Nishit,Masamoto,Engineer,1996-05-22,40000,16111
484456,Emdad,Kalsbeek,Engineer,1996-05-22,47388,16111
421801,Jeanna,McConalogue,Senior Staff,1996-05-22,54647,14736
239482,Duri,Burnard,Senior Staff,1996-05-22,51665,14736
270039,Minghong,Ecklund,Senior Staff,1996-05-22,80406,14736
427741,Arra,Grandbois,Engineer,1996-05-22,40000,16111
40029,Aruna,Braccini,Senior Staff,1996-05-22,68008,14736
284560,Adin,Valiente,Staff,1996-05-22,54947,14924
74259,Ohad,Hmelo,Staff,1996-05-21,64236,14924
283854,Richara,Aloisi,Senior Staff,1996-05-21,46336,14736
273792,Berna,McClurg,Senior Staff,1996-05-21,45830,14736
245540,Oscal,Bresenham,Senior Engineer,1996-05-21,40000,15600
233531,Along,Cullers,Engineer,1996-05-21,40000,16111
90998,Jessie,Schwartzbauer,Senior Staff,1996-05-21,81503,14736
297281,Hidekazu,Terekhov,Senior Staff,1996-05-21,63340,14736
30001,Izaskun,Morton,Senior Staff,1996-05-21,40000,14736
57217,Freyja,Sommer,Engineer,1996-05-21,42425,16111
435798,Sorina,Merkl,Staff,1996-05-21,40000,14924
293462,Soenke,Falck,Senior Engineer,1996-05-21,51944,15600
73497,Sibyl,Huhdanpaa,Senior Staff,1996-05-21,68016,14736
453342,Sashi,Matzel,Senior Staff,1996-05-21,55155,14736
98793,Stevo,Merey,Staff,1996-05-20,40000,14924
103897,Vivian,Munos,Senior Engineer,1996-05-20,68733,15600
26486,Taegyun,Simkin,Senior Engineer,1996-05-20,49938,15600
414739,Yuguang,Veldwijk,Senior Engineer,1996-05-20,43797,15600
25222,Weicheng,Ananiadou,Staff,1996-05-20,45419,14924
292024,Taizo,Bennis,Senior Engineer,1996-05-20,40000,15600
38570,Lobel,Ducloy,Senior Staff,1996-05-20,42573,14736
462286,Pintsang,Anger,Senior Staff,1996-05-20,73188,14736
260573,Abdulla,Lamparter,Senior Staff,1996-05-20,58846,14736
271040,Chirstian,Sidou,Senior Staff,1996-05-20,43832,14736
28004,Mabry,Janocha,Senior Staff,1996-05-20,40000,14736
90778,Leucio,Kaiserswerth,Senior Engineer,1996-05-20,40000,15600
46585,Kazuhisa,Bressoud,Engineer,1996-05-19,71081,16111
426606,Adhemar,Range,Senior Staff,1996-05-19,57683,14736
89014,Piyush,Jiafu,Senior Engineer,1996-05-19,40000,15600
35867,Sumant,Henseler,Senior Engineer,1996-05-19,53655,15600
205819,Stevo,Radwan,Staff,1996-05-19,45192,14924
95289,Teunis,Coombs,Senior Engineer,1996-05-19,43027,15600
73208,Yuguang,Menhardt,Senior Staff,1996-05-19,45903,14736
28076,Suzette,Pelc,Senior Staff,1996-05-18,69666,14736
230946,Tamiya,Taubenfeld,Senior Staff,1996-05-18,49028,14736
46236,Thodoros,Edelhoff,Senior Engineer,1996-05-18,40000,15600
243128,Zhonghua,Papadias,Assistant Engineer,1996-05-18,53946,2037
228620,Abdelghani,Shackel,Technique Leader,1996-05-18,40000,2014
214605,Mario,Rosenbaum,Senior Engineer,1996-05-18,40000,15600
210319,Mechthild,Roohalamini,Senior Staff,1996-05-18,63431,14736
24446,Adamantios,Camarinopoulos,Staff,1996-05-18,40000,14924
85200,Ebbe,Serna,Senior Engineer,1996-05-18,57745,15600
33164,Marie,Levergood,Senior Engineer,1996-05-17,49953,15600
274757,Jiann,Pettis,Senior Staff,1996-05-17,66163,14736
461535,Apostol,Suwa,Senior Staff,1996-05-17,40000,14736
405837,Khaled,Cincotta,Senior Staff,1996-05-17,55062,14736
402032,Radhia,Casley,Engineer,1996-05-17,58665,16111
32686,Ioana,Gien,Senior Staff,1996-05-17,58054,14736
468185,Nakhoon,Pietracaprina,Senior Engineer,1996-05-17,49952,15600
443283,Aluzio,Mamelak,Senior Staff,1996-05-17,40000,14736
489585,Janalee,Callaway,Senior Staff,1996-05-17,106415,14736
460238,Yucai,Akiyama,Senior Staff,1996-05-17,70957,14736
286017,Udo,Benantar,Staff,1996-05-17,69308,14924
496032,Trygve,Tischendorf,Senior Staff,1996-05-17,77819,14736
277019,Toshimi,Cherinka,Senior Staff,1996-05-17,74244,14736
448570,Yechiam,Figueira,Senior Staff,1996-05-16,40000,14736
271497,Salvador,Bojadziev,Senior Engineer,1996-05-16,40000,15600
262550,Masako,Baranowski,Senior Staff,1996-05-16,77233,14736
209439,Gay,Hemaspaandra,Senior Staff,1996-05-16,47641,14736
109380,Kagan,Luan,Senior Staff,1996-05-16,91119,14736
54191,Dipankar,Glowinski,Senior Staff,1996-05-16,56815,14736
414088,Khun,Marakhovsky,Staff,1996-05-15,97912,14924
241553,Nathan,Gurbaxani,Senior Staff,1996-05-15,76559,14736
106725,Christoph,Coney,Staff,1996-05-15,79225,14924
16557,Fan,Majewski,Senior Engineer,1996-05-15,53197,15600
33196,Jungsoon,Gist,Staff,1996-05-15,70306,14924
221276,Alassane,Weedman,Senior Engineer,1996-05-15,65368,15600
433715,Mansur,Rabejac,Senior Engineer,1996-05-15,69214,15600
444052,Shuky,Brobst,Senior Staff,1996-05-15,48013,14736
455375,Sumali,Zhang,Senior Engineer,1996-05-15,40000,15600
414510,Zhonghui,Maksimenko,Senior Engineer,1996-05-15,40000,15600
83411,Tonny,Swiss,Senior Staff,1996-05-15,58351,14736
229196,Shin,Gewali,Senior Staff,1996-05-14,40000,14736
259443,Yongmin,Ramsay,Staff,1996-05-14,54838,14924
72140,Christ,Cronau,Senior Engineer,1996-05-14,49434,15600
23977,Jouko,Boissier,Senior Staff,1996-05-14,84078,14736
95662,Martien,Spell,Senior Engineer,1996-05-14,43669,15600
108453,Ipke,Chappelet,Engineer,1996-05-14,40000,16111
205921,Bangqing,Chartres,Senior Staff,1996-05-14,73586,14736
285345,Gennady,Peak,Engineer,1996-05-14,47229,16111
463863,Panayotis,Bellmore,Senior Engineer,1996-05-14,40000,15600
99583,Holgard,Schmittgen,Senior Staff,1996-05-14,47873,14736
109811,Eric,Wendorf,Senior Engineer,1996-05-13,40000,15600
90880,Prodip,Einsfeld,Senior Staff,1996-05-13,88578,14736
414917,Chikara,Delgrange,Senior Staff,1996-05-13,46544,14736
444538,Fumiyo,Gunderson,Engineer,1996-05-13,40000,16111
70070,Kerhong,Ellozy,Senior Staff,1996-05-13,48230,14736
260380,Utpal,Tagansky,Engineer,1996-05-13,40000,16111
426100,Zhenbing,Itzigehl,Engineer,1996-05-13,44578,16111
84214,Van,Chaudhuri,Engineer,1996-05-13,40000,16111
497404,Shigeaki,Coorg,Senior Engineer,1996-05-12,40000,15600
88263,Suebskul,Merro,Staff,1996-05-12,44705,14924
408662,Rildo,Erva,Senior Engineer,1996-05-12,56111,15600
426518,Marek,Turnbull,Senior Staff,1996-05-12,65845,14736
299401,Gian,Bolsens,Senior Staff,1996-05-12,74848,14736
20091,Janalee,Bach,Senior Staff,1996-05-12,40000,14736
256391,Danai,Range,Senior Engineer,1996-05-12,47759,15600
405141,Mahendra,Tokunaga,Senior Staff,1996-05-12,50358,14736
79703,Remco,Einsfeld,Senior Engineer,1996-05-11,49181,15600
202000,Erzsebet,Passino,Senior Engineer,1996-05-11,52343,15600
86157,Kwangsub,Demizu,Engineer,1996-05-11,40000,16111
216132,Hironoby,Rodiger,Senior Staff,1996-05-11,49712,14736
19946,Owen,Levasseur,Staff,1996-05-11,54941,14924
83582,Moie,Serna,Engineer,1996-05-11,40000,16111
27786,Lijia,Taubman,Senior Staff,1996-05-11,40000,14736
453268,Debaprosad,Michaeli,Senior Engineer,1996-05-11,50158,15600
233527,Chenye,Woycyznski,Senior Staff,1996-05-11,49965,14736
497428,Jiong,Lorho,Senior Staff,1996-05-11,54962,14736
91274,Khalid,Gecsel,Senior Engineer,1996-05-11,43353,15600
35887,Heather,Wrigley,Senior Engineer,1996-05-11,40000,15600
213006,Gino,Biran,Senior Engineer,1996-05-11,60804,15600
269216,Weijing,Zweizig,Senior Staff,1996-05-11,57630,14736
13624,Zhigen,Yurek,Senior Staff,1996-05-11,40000,14736
25918,Yoshimitsu,Iisaka,Senior Engineer,1996-05-11,58774,15600
36000,Weidon,Genin,Senior Engineer,1996-05-11,40000,15600
406766,Zengping,Gulik,Engineer,1996-05-10,44712,16111
426701,Shem,Mandelberg,Senior Engineer,1996-05-10,40000,15600
232058,Shigeichiro,Pehl,Senior Engineer,1996-05-10,40000,15600
433004,Shuho,Khamsi,Senior Staff,1996-05-10,90488,14736
91908,Munenori,Kalsbeek,Senior Staff,1996-05-10,40000,14736
277235,Ayakannu,Ashish,Senior Staff,1996-05-10,57406,14736
408731,Jeanne,Quadeer,Senior Engineer,1996-05-10,52447,15600
